TID,Module,TestCase Description,PreCondition,TestSteps,Expected Result,Actual Result,Status,Executed QA Name,Misc (Comments),Priority,Is Automated
TID_0445,Product Search,[Valid] Product Search test case 45 - verify successful flow,User has valid credentials / data for Product Search module,"1. Navigate to Product Search section
2. Enter valid inputs
3. Submit the form / perform action",Product Search operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P1,No
TID_0446,Product Search,[Valid] Product Search test case 46 - verify successful flow,User has valid credentials / data for Product Search module,"1. Navigate to Product Search section
2. Enter valid inputs
3. Submit the form / perform action",Product Search operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P2,No
TID_0447,Product Search,[Valid] Product Search test case 47 - verify successful flow,User has valid credentials / data for Product Search module,"1. Navigate to Product Search section
2. Enter valid inputs
3. Submit the form / perform action",Product Search operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P3,Yes
TID_0448,Product Search,[Valid] Product Search test case 48 - verify successful flow,User has valid credentials / data for Product Search module,"1. Navigate to Product Search section
2. Enter valid inputs
3. Submit the form / perform action",Product Search operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P0,No
TID_0449,Product Search,[Valid] Product Search test case 49 - verify successful flow,User has valid credentials / data for Product Search module,"1. Navigate to Product Search section
2. Enter valid inputs
3. Submit the form / perform action",Product Search operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P1,No
TID_0450,Product Search,[Valid] Product Search test case 50 - verify successful flow,User has valid credentials / data for Product Search module,"1. Navigate to Product Search section
2. Enter valid inputs
3. Submit the form / perform action",Product Search operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P2,Yes
TID_0451,Product Search,[Valid] Product Search test case 51 - verify successful flow,User has valid credentials / data for Product Search module,"1. Navigate to Product Search section
2. Enter valid inputs
3. Submit the form / perform action",Product Search operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P3,No
TID_0452,Product Search,[Valid] Product Search test case 52 - verify successful flow,User has valid credentials / data for Product Search module,"1. Navigate to Product Search section
2. Enter valid inputs
3. Submit the form / perform action",Product Search operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P0,No
TID_0453,Product Search,[Valid] Product Search test case 53 - verify successful flow,User has valid credentials / data for Product Search module,"1. Navigate to Product Search section
2. Enter valid inputs
3. Submit the form / perform action",Product Search operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P1,Yes
TID_0454,Product Search,[Valid] Product Search test case 54 - verify successful flow,User has valid credentials / data for Product Search module,"1. Navigate to Product Search section
2. Enter valid inputs
3. Submit the form / perform action",Product Search operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P2,No
TID_0455,Product Search,[Valid] Product Search test case 55 - verify successful flow,User has valid credentials / data for Product Search module,"1. Navigate to Product Search section
2. Enter valid inputs
3. Submit the form / perform action",Product Search operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P3,No
TID_0456,Product Search,[Valid] Product Search test case 56 - verify successful flow,User has valid credentials / data for Product Search module,"1. Navigate to Product Search section
2. Enter valid inputs
3. Submit the form / perform action",Product Search operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P0,Yes
TID_0457,Product Search,[Valid] Product Search test case 57 - verify successful flow,User has valid credentials / data for Product Search module,"1. Navigate to Product Search section
2. Enter valid inputs
3. Submit the form / perform action",Product Search operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P1,No
TID_0458,Product Search,[Valid] Product Search test case 58 - verify successful flow,User has valid credentials / data for Product Search module,"1. Navigate to Product Search section
2. Enter valid inputs
3. Submit the form / perform action",Product Search operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P2,No
TID_0459,Product Search,[Valid] Product Search test case 59 - verify successful flow,User has valid credentials / data for Product Search module,"1. Navigate to Product Search section
2. Enter valid inputs
3. Submit the form / perform action",Product Search operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P3,Yes
TID_0460,Product Search,[Valid] Product Search test case 60 - verify successful flow,User has valid credentials / data for Product Search module,"1. Navigate to Product Search section
2. Enter valid inputs
3. Submit the form / perform action",Product Search operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P0,No
TID_0461,Product Search,[Invalid] Product Search test case 1 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P1,No
TID_0462,Product Search,[Invalid] Product Search test case 2 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P2,Yes
TID_0463,Product Search,[Invalid] Product Search test case 3 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P3,No
TID_0464,Product Search,[Invalid] Product Search test case 4 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P0,No
TID_0465,Product Search,[Invalid] Product Search test case 5 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P1,Yes
TID_0466,Product Search,[Invalid] Product Search test case 6 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P2,No
TID_0467,Product Search,[Invalid] Product Search test case 7 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P3,No
TID_0468,Product Search,[Invalid] Product Search test case 8 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P0,Yes
TID_0469,Product Search,[Invalid] Product Search test case 9 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P1,No
TID_0470,Product Search,[Invalid] Product Search test case 10 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P2,No
TID_0471,Product Search,[Invalid] Product Search test case 11 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P3,Yes
TID_0472,Product Search,[Invalid] Product Search test case 12 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P0,No
TID_0473,Product Search,[Invalid] Product Search test case 13 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P1,No
TID_0474,Product Search,[Invalid] Product Search test case 14 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P2,Yes
TID_0475,Product Search,[Invalid] Product Search test case 15 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P3,No
TID_0476,Product Search,[Invalid] Product Search test case 16 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P0,No
TID_0477,Product Search,[Invalid] Product Search test case 17 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P1,Yes
TID_0478,Product Search,[Invalid] Product Search test case 18 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P2,No
TID_0479,Product Search,[Invalid] Product Search test case 19 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P3,No
TID_0480,Product Search,[Invalid] Product Search test case 20 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P0,Yes
TID_0481,Product Search,[Invalid] Product Search test case 21 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P1,No
TID_0482,Product Search,[Invalid] Product Search test case 22 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P2,No
TID_0483,Product Search,[Invalid] Product Search test case 23 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P3,Yes
TID_0484,Product Search,[Invalid] Product Search test case 24 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P0,No
TID_0485,Product Search,[Invalid] Product Search test case 25 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P1,No
TID_0486,Product Search,[Invalid] Product Search test case 26 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P2,Yes
TID_0487,Product Search,[Invalid] Product Search test case 27 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P3,No
TID_0488,Product Search,[Invalid] Product Search test case 28 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P0,No
TID_0489,Product Search,[Invalid] Product Search test case 29 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P1,Yes
TID_0490,Product Search,[Invalid] Product Search test case 30 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P2,No
TID_0491,Product Search,[Invalid] Product Search test case 31 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P3,No
TID_0492,Product Search,[Invalid] Product Search test case 32 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P0,Yes
TID_0493,Product Search,[Invalid] Product Search test case 33 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P1,No
TID_0494,Product Search,[Invalid] Product Search test case 34 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P2,No
TID_0495,Product Search,[Invalid] Product Search test case 35 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P3,Yes
TID_0496,Product Search,[Invalid] Product Search test case 36 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P0,No
TID_0497,Product Search,[Invalid] Product Search test case 37 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P1,No
TID_0498,Product Search,[Invalid] Product Search test case 38 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P2,Yes
TID_0499,Product Search,[Invalid] Product Search test case 39 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P3,No
TID_0500,Product Search,[Invalid] Product Search test case 40 - verify error handling,User has invalid / boundary / malformed data for Product Search module,"1. Navigate to Product Search section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P0,No
TID_0501,Admin,[Valid] Admin test case 1 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P1,Yes
TID_0502,Admin,[Valid] Admin test case 2 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P2,No
TID_0503,Admin,[Valid] Admin test case 3 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P3,No
TID_0504,Admin,[Valid] Admin test case 4 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P0,Yes
TID_0505,Admin,[Valid] Admin test case 5 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P1,No
TID_0506,Admin,[Valid] Admin test case 6 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P2,No
TID_0507,Admin,[Valid] Admin test case 7 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P3,Yes
TID_0508,Admin,[Valid] Admin test case 8 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P0,No
TID_0509,Admin,[Valid] Admin test case 9 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P1,No
TID_0510,Admin,[Valid] Admin test case 10 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P2,Yes
TID_0511,Admin,[Valid] Admin test case 11 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P3,No
TID_0512,Admin,[Valid] Admin test case 12 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P0,No
TID_0513,Admin,[Valid] Admin test case 13 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P1,Yes
TID_0514,Admin,[Valid] Admin test case 14 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P2,No
TID_0515,Admin,[Valid] Admin test case 15 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P3,No
TID_0516,Admin,[Valid] Admin test case 16 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P0,Yes
TID_0517,Admin,[Valid] Admin test case 17 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P1,No
TID_0518,Admin,[Valid] Admin test case 18 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P2,No
TID_0519,Admin,[Valid] Admin test case 19 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P3,Yes
TID_0520,Admin,[Valid] Admin test case 20 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P0,No
TID_0521,Admin,[Valid] Admin test case 21 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P1,No
TID_0522,Admin,[Valid] Admin test case 22 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P2,Yes
TID_0523,Admin,[Valid] Admin test case 23 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P3,No
TID_0524,Admin,[Valid] Admin test case 24 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P0,No
TID_0525,Admin,[Valid] Admin test case 25 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P1,Yes
TID_0526,Admin,[Valid] Admin test case 26 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P2,No
TID_0527,Admin,[Valid] Admin test case 27 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P3,No
TID_0528,Admin,[Valid] Admin test case 28 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P0,Yes
TID_0529,Admin,[Valid] Admin test case 29 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P1,No
TID_0530,Admin,[Valid] Admin test case 30 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P2,No
TID_0531,Admin,[Valid] Admin test case 31 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P3,Yes
TID_0532,Admin,[Valid] Admin test case 32 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P0,No
TID_0533,Admin,[Valid] Admin test case 33 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P1,No
TID_0534,Admin,[Valid] Admin test case 34 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P2,Yes
TID_0535,Admin,[Valid] Admin test case 35 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P3,No
TID_0536,Admin,[Valid] Admin test case 36 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P0,No
TID_0537,Admin,[Valid] Admin test case 37 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P1,Yes
TID_0538,Admin,[Valid] Admin test case 38 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P2,No
TID_0539,Admin,[Valid] Admin test case 39 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P3,No
TID_0540,Admin,[Valid] Admin test case 40 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P0,Yes
TID_0541,Admin,[Valid] Admin test case 41 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P1,No
TID_0542,Admin,[Valid] Admin test case 42 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P2,No
TID_0543,Admin,[Valid] Admin test case 43 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P3,Yes
TID_0544,Admin,[Valid] Admin test case 44 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P0,No
TID_0545,Admin,[Valid] Admin test case 45 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P1,No
TID_0546,Admin,[Valid] Admin test case 46 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P2,Yes
TID_0547,Admin,[Valid] Admin test case 47 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P3,No
TID_0548,Admin,[Valid] Admin test case 48 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P0,No
TID_0549,Admin,[Valid] Admin test case 49 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P1,Yes
TID_0550,Admin,[Valid] Admin test case 50 - verify successful flow,User has valid credentials / data for Admin module,"1. Navigate to Admin section
2. Enter valid inputs
3. Submit the form / perform action",Admin operation completes successfully with expected confirmation,,Not Executed,QA_Team,,P2,No
TID_0551,Admin,[Invalid] Admin test case 1 - verify error handling,User has invalid / boundary / malformed data for Admin module,"1. Navigate to Admin section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P3,No
TID_0552,Admin,[Invalid] Admin test case 2 - verify error handling,User has invalid / boundary / malformed data for Admin module,"1. Navigate to Admin section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P0,Yes
TID_0553,Admin,[Invalid] Admin test case 3 - verify error handling,User has invalid / boundary / malformed data for Admin module,"1. Navigate to Admin section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P1,No
TID_0554,Admin,[Invalid] Admin test case 4 - verify error handling,User has invalid / boundary / malformed data for Admin module,"1. Navigate to Admin section
2. Enter invalid / boundary inputs
3. Submit the form / perform action","Appropriate error message shown, system remains stable, no crash",,Not Executed,QA_Team,,P2,No
